ID,Attrition,Degree_Type,Achieved_Credit_Points,Attendance_Type,Age,Failed_Credit_Points,International_student,First_in_family,Gender,GPA,OP_Score,Socio_Economic_Status,Teaching_Period_Admitted,Faculty
n176520,Retained,Single,204,Full Time,22,0,No,Yes,M,4.66,11,High,SEM-1,Faculty of Health
n176631,Retained,Single,96,Full Time,22,0,No,No,F,5.87,23,Medium,SEM-1,CI Faculty
n176841,Retained,Single,132,Full Time,20,12,No,Yes,F,4.44,25,Medium,SEM-1,QUT Business School
n177190,Not Retained,Single,48,Full Time,26,36,No,Yes,M,3.98,20,Medium,SEM-1,Sci and Eng Faculty
n177478,Not Retained,Single,0,Full Time,19,48,No,Yes,F,1,12,High,SEM-1,CI Faculty
n177839,Retained,Single,84,Full Time,20,0,No,Yes,F,4.44,8,Low,SEM-1,QUT Business School
n179238,Retained,Single,168,Full Time,20,0,No,No,M,4.91,10,Medium,SEM-1,Sci and Eng Faculty
n179773,Not Retained,Single,72,Full Time,19,24,No,No,F,3.74,13,High,SEM-1,Faculty of Law
n180001,Retained,Single,96,Full Time,19,0,No,No,F,6.15,25,High,SEM-1,CI Faculty
n180068,Retained,Single,96,Full Time,20,0,No,Yes,F,5.39,8,Medium,SEM-1,Faculty of Health
n180072,Retained,Single,96,Full Time,19,0,No,Yes,M,5.89,9,Medium,SEM-1,Sci and Eng Faculty
n180263,Retained,Single,48,Full Time,22,0,No,Yes,M,5.24,10,Medium,SEM-2,Sci and Eng Faculty
n180461,Not Retained,Single,0,Full Time,36,24,No,No,F,1.99,17,Low,SEM-2,Faculty of Health
n180638,Not Retained,Single,48,Full Time,29,0,No,Yes,F,6.67,23,Low,SEM-1,Faculty of Health
n181122,Retained,Single,96,Full Time,20,0,No,Yes,M,6.13,11,High,SEM-1,Faculty of Health
n181165,Retained,Single,96,Full Time,19,0,No,No,F,5.39,10,High,SEM-1,Sci and Eng Faculty
n182029,Not Retained,Single,48,Full Time,23,0,No,Yes,F,4.24,22,Medium,SEM-2,Faculty of Law
n182246,Retained,Single,48,Part Time,41,0,No,No,F,4.5,4,Medium,SEM-1,Faculty of Health
n182457,Not Retained,Double,48,Full Time,22,0,No,No,F,5.49,9,High,SEM-1,Faculty of Health
n182952,Retained,Single,96,Full Time,19,0,No,No,F,6.13,5,Medium,SEM-1,CI Faculty
n183425,Retained,Single,96,Full Time,19,0,Yes,No,F,6.38,3,Medium,SEM-1,Faculty of Health
n183669,Not Retained,Single,0,Full Time,19,0,No,Yes,F,0.01,8,Medium,SEM-2,QUT Business School
n183734,Retained,Single,96,Full Time,19,0,Yes,No,F,4.5,16,Medium,SEM-1,Faculty of Law
n183947,Retained,Single,48,Full Time,20,0,No,No,M,4.01,16,High,SEM-2,Faculty of Law
n184065,Not Retained,Single,48,Full Time,19,0,No,No,M,4.99,8,High,SEM-1,Faculty of Health
n184138,Not Retained,Single,96,Full Time,20,0,No,Yes,F,4.53,21,Low,SEM-1,Faculty of Health
n184415,Not Retained,Single,60,Full Time,19,12,Yes,No,F,4.67,6,Medium,SEM-1,CI Faculty
n184539,Retained,Single,192,Full Time,23,0,No,Yes,F,6.01,3,Medium,SEM-2,Faculty of Health
n184829,Not Retained,Single,96,Full Time,50,48,No,Yes,F,2,12,Low,SEM-1,Faculty of Health
n185106,Retained,Single,84,Full Time,19,12,No,Yes,M,4.62,11,Medium,SEM-1,Faculty of Education
n185475,Not Retained,Single,0,Full Time,22,84,No,Yes,M,1,24,Low,SEM-1,Sci and Eng Faculty
n185744,Retained,Single,96,Full Time,19,0,No,No,M,5,5,Medium,SEM-1,QUT Business School
n185831,Retained,Single,144,Full Time,24,0,No,No,M,4.67,8,Medium,SEM-2,Faculty of Law
n186060,Retained,Single,96,Full Time,20,0,Yes,No,M,4.5,2,Medium,SEM-1,Faculty of Health
n186265,Retained,Single,96,Full Time,19,0,No,Yes,F,5.14,6,Medium,SEM-1,Faculty of Health
n186702,Not Retained,Single,120,Part Time,44,0,No,Yes,M,4,11,Medium,SEM-1,Faculty of Law
n187459,Retained,Single,120,Full Time,21,24,No,No,M,2.75,5,Medium,SEM-1,Sci and Eng Faculty
n187650,Retained,Single,96,Full Time,26,0,No,Yes,M,5.76,6,High,SEM-1,Faculty of Health
n187679,Not Retained,Single,60,Full Time,22,24,No,Yes,M,3.72,21,Medium,SEM-1,Sci and Eng Faculty
n188456,Retained,Single,180,Full Time,31,12,Yes,No,M,4.26,20,Low,SEM-1,QUT Business School
n188492,Retained,Single,96,Full Time,20,0,No,Yes,F,4.87,13,Low,SEM-1,QUT Business School
n188932,Retained,Single,60,Full Time,19,36,No,Yes,F,4.38,14,Medium,SEM-1,Sci and Eng Faculty
n189190,Retained,Single,60,Part Time,20,0,No,No,F,4.6,18,Medium,SEM-1,CI Faculty
n189216,Retained,Single,96,Full Time,21,0,No,Yes,F,5.51,2,Medium,SEM-1,Faculty of Health
n189488,Retained,Single,228,Full Time,23,36,Yes,No,M,3.16,5,High,SEM-1,Sci and Eng Faculty
n189768,Retained,Single,120,Full Time,24,0,No,No,M,5.71,2,High,SEM-1,Sci and Eng Faculty
n190177,Retained,Single,96,Full Time,26,0,No,Yes,M,6.51,4,Medium,SEM-1,Faculty of Education
n190574,Retained,Single,72,Full Time,19,12,No,No,M,4.58,9,Medium,SEM-1,Sci and Eng Faculty
n190882,Retained,Single,96,Full Time,19,0,No,No,F,5.98,3,Medium,SEM-1,Sci and Eng Faculty
n191855,Retained,Single,96,Full Time,19,0,No,No,M,4.63,9,High,SEM-1,CI Faculty
n192022,Retained,Single,192,Full Time,20,0,No,Yes,M,4.15,18,Medium,SEM-1,Faculty of Law
n192034,Retained,Single,144,Full Time,20,0,No,Yes,F,4.72,4,High,SEM-1,CI Faculty
n192128,Retained,Single,96,Full Time,21,0,No,No,M,5.63,15,Medium,SEM-1,Sci and Eng Faculty
n192535,Retained,Single,168,Full Time,20,24,No,No,F,3.99,1,Low,SEM-1,QUT Business School
n192575,Retained,Double,240,Full Time,21,0,No,No,F,5.22,9,High,SEM-1,Faculty of Health
n192741,Retained,Single,96,Full Time,19,0,No,No,F,6.25,5,Medium,SEM-1,CI Faculty
n192878,Retained,Single,96,Full Time,21,0,No,Yes,F,5.13,15,Low,SEM-1,CI Faculty
n193002,Retained,Single,192,Full Time,22,0,No,Yes,M,4.88,7,Low,SEM-1,Sci and Eng Faculty
n193254,Retained,Single,72,Full Time,21,0,No,Yes,F,5.8,24,High,SEM-1,Faculty of Health
n193279,Retained,Single,240,Part Time,26,0,No,Yes,F,6.36,22,Medium,SEM-1,QUT Business School
n193348,Not Retained,Single,132,Full Time,38,12,No,No,F,6.01,18,Medium,SEM-1,Faculty of Health
n193489,Retained,Single,180,Full Time,23,0,No,No,M,4.14,22,High,SEM-1,Faculty of Law
n194555,Retained,Single,24,Full Time,35,0,No,Yes,M,5.5,13,Medium,SEM-2,Faculty of Health
n195220,Retained,Single,36,Full Time,25,60,No,No,M,3.23,9,Medium,SEM-1,Sci and Eng Faculty
n195622,Retained,Single,72,Full Time,19,24,No,Yes,F,4.13,11,Low,SEM-1,Faculty of Health
n195658,Retained,Single,96,Full Time,19,0,No,No,M,4.49,12,High,SEM-1,Faculty of Education
n195684,Retained,Single,72,Full Time,19,0,No,No,F,4.17,10,Medium,SEM-2,CI Faculty
n195727,Retained,Single,48,Full Time,20,48,No,Yes,M,2.88,7,High,SEM-1,Sci and Eng Faculty
n195936,Retained,Single,96,Full Time,20,12,No,No,F,5.87,7,Medium,SEM-1,Faculty of Health
n196825,Retained,Single,96,Full Time,19,0,No,No,F,6.14,6,High,SEM-1,Faculty of Health
n196834,Retained,Single,36,Full Time,19,12,No,Yes,F,3.99,8,Low,SEM-2,Faculty of Law
n197536,Retained,Single,96,Full Time,19,0,No,No,F,5.13,11,High,SEM-1,Faculty of Health
n198403,Retained,Single,96,Full Time,20,0,No,No,M,5.62,9,Medium,SEM-1,Sci and Eng Faculty
n198633,Retained,Double,96,Full Time,19,0,No,No,M,4.74,10,Medium,SEM-1,Sci and Eng Faculty
n198793,Not Retained,Single,96,Full Time,19,0,No,No,M,5.27,3,Medium,SEM-1,Sci and Eng Faculty
n199114,Retained,Single,192,Full Time,21,0,No,Yes,F,5.99,20,Medium,SEM-1,Faculty of Education
n199246,Retained,Single,96,Full Time,21,0,No,No,F,6.39,10,High,SEM-1,Faculty of Education
n199251,Retained,Single,96,Full Time,19,0,No,No,M,4.5,12,Medium,SEM-1,Faculty of Law
n199254,Retained,Double,108,Full Time,20,0,No,No,F,5.38,9,Medium,SEM-1,Faculty of Health
n199263,Retained,Single,192,Full Time,21,0,No,Yes,M,5.02,10,Medium,SEM-1,Faculty of Law
n199453,Retained,Single,192,Full Time,24,0,Yes,No,F,5.37,20,Low,SEM-1,Sci and Eng Faculty
n199922,Retained,Single,192,Full Time,33,0,No,Yes,F,4.48,22,Medium,SEM-1,Faculty of Law
n200651,Not Retained,Single,0,Full Time,19,48,No,No,M,2,13,Medium,SEM-1,Faculty of Education
n200689,Retained,Single,96,Full Time,21,0,Yes,No,M,5.49,16,Medium,SEM-2,QUT Business School
n200744,Retained,Double,96,Full Time,19,12,No,No,M,4.44,5,Medium,SEM-1,Faculty of Health
n200794,Retained,Single,96,Full Time,20,0,No,No,F,6.5,8,Medium,SEM-1,Sci and Eng Faculty
n201069,Retained,Single,96,Full Time,19,0,No,No,F,4.51,18,Medium,SEM-1,Faculty of Education
n201560,Retained,Double,60,Full Time,19,24,No,Yes,F,4,8,Medium,SEM-1,Faculty of Health
n201741,Retained,Single,144,Full Time,32,0,Yes,No,F,4.68,25,Medium,SEM-2,Faculty of Health
n201806,Not Retained,Single,0,Full Time,27,0,No,No,F,0.01,11,High,SEM-1,Faculty of Law
n202027,Not Retained,Single,0,Full Time,19,48,No,Yes,F,1,25,Medium,SEM-1,QUT Business School
n203168,Retained,Double,120,Full Time,20,0,No,Yes,F,5.77,6,Medium,SEM-1,Faculty of Health
n203285,Retained,Single,96,Full Time,20,0,No,Yes,M,6,2,High,SEM-1,Faculty of Health
n203451,Retained,Single,96,Full Time,18,0,No,No,M,4.65,5,High,SEM-1,Sci and Eng Faculty
n203468,Retained,Single,192,Full Time,23,0,Yes,No,M,4.63,5,Low,SEM-1,QUT Business School
n203660,Retained,Double,96,Full Time,19,0,No,Yes,F,5,6,Medium,SEM-1,Faculty of Health
n204098,Retained,Single,180,Full Time,22,0,No,No,M,4.72,11,High,SEM-1,Sci and Eng Faculty
n204613,Retained,Single,132,Full Time,30,0,No,No,F,4.66,25,High,SEM-1,Faculty of Health
n204744,Retained,Single,96,Full Time,19,0,No,No,F,5.12,13,High,SEM-1,Faculty of Education
n204856,Retained,Single,0,Full Time,23,0,No,Yes,M,0,1,Low,SEM-1,Sci and Eng Faculty
n205144,Retained,Single,48,Full Time,22,0,No,Yes,M,5.25,4,Low,SEM-1,CI Faculty
n205483,Retained,Single,96,Full Time,19,0,No,Yes,F,5.44,7,Low,SEM-1,Faculty of Health
n205588,Retained,Single,288,Full Time,25,0,Yes,No,M,4.5,1,Medium,SEM-1,Sci and Eng Faculty
n205730,Retained,Single,132,Full Time,22,12,Yes,No,F,3.75,23,High,SEM-2,QUT Business School
n205950,Retained,Single,96,Full Time,22,48,No,No,M,3,23,High,SEM-1,QUT Business School
n206227,Not Retained,Single,36,Full Time,19,48,No,Yes,M,2.43,12,Medium,SEM-1,Sci and Eng Faculty
n206695,Retained,Single,60,Full Time,21,12,No,No,F,4.33,7,Medium,SEM-1,Sci and Eng Faculty
n206744,Retained,Single,96,Full Time,20,0,No,No,F,5.83,8,Medium,SEM-1,CI Faculty
n206785,Retained,Single,96,Full Time,19,0,No,No,F,6.24,3,High,SEM-1,CI Faculty
n206940,Retained,Single,84,Full Time,20,12,No,Yes,F,4.99,13,Medium,SEM-1,Sci and Eng Faculty
n206986,Retained,Single,144,Full Time,23,24,Yes,No,M,4.49,9,Medium,SEM-1,Sci and Eng Faculty
n207048,Not Retained,Single,0,Part Time,24,0,No,No,F,0,22,Medium,SEM-1,Sci and Eng Faculty
n207398,Retained,Single,12,Part Time,19,60,No,No,M,2.49,23,High,SEM-1,Sci and Eng Faculty
n207913,Retained,Single,96,Full Time,22,0,No,No,F,5.76,8,Medium,SEM-1,Faculty of Health
n207967,Retained,Single,96,Full Time,19,0,No,No,F,6.12,2,High,SEM-1,Faculty of Health
n207986,Retained,Single,72,Part Time,20,24,No,Yes,M,3.75,11,Medium,SEM-1,Sci and Eng Faculty
n208250,Retained,Single,120,Full Time,20,0,No,No,M,6.22,22,Low,SEM-1,CI Faculty
n208733,Retained,Single,96,Full Time,19,0,No,Yes,F,5.76,1,Low,SEM-1,Faculty of Education
n209989,Retained,Single,96,Full Time,23,0,No,No,M,5.75,14,Medium,SEM-1,Faculty of Education
n210274,Retained,Single,48,Part Time,56,0,No,Yes,M,5.75,12,High,SEM-2,QUT Business School
n210446,Retained,Single,0,Full Time,24,72,No,Yes,M,1.31,24,High,SEM-1,CI Faculty
n210597,Not Retained,Single,0,Full Time,20,48,No,Yes,F,0.99,9,Low,SEM-1,CI Faculty
n210756,Not Retained,Single,72,Full Time,29,0,No,No,M,4.99,10,High,SEM-2,Sci and Eng Faculty
n210769,Retained,Single,96,Full Time,36,0,No,No,M,6.37,11,Medium,SEM-1,Faculty of Education
n212099,Retained,Single,60,Full Time,19,0,No,Yes,M,5.21,6,Medium,SEM-1,Sci and Eng Faculty
n212353,Retained,Single,132,Part Time,30,0,No,No,F,4.66,5,Medium,SEM-1,Faculty of Law
n212382,Retained,Single,96,Full Time,24,0,No,Yes,M,6.49,5,Medium,SEM-2,Sci and Eng Faculty
n212444,Not Retained,Double,48,Full Time,19,0,No,Yes,M,5.01,8,Low,SEM-1,Sci and Eng Faculty
n212680,Retained,Single,84,Full Time,19,0,No,Yes,M,5.43,11,Medium,SEM-1,Sci and Eng Faculty
n212742,Retained,Single,96,Part Time,19,0,No,No,F,5.39,2,High,SEM-1,CI Faculty
n212885,Retained,Single,156,Part Time,22,0,No,Yes,F,4.91,11,High,SEM-2,QUT Business School
n213400,Retained,Single,96,Part Time,33,0,No,Yes,M,0.01,1,Medium,SEM-1,Faculty of Law
n214002,Not Retained,Double,12,Full Time,28,24,No,Yes,F,3.67,14,High,SEM-1,Faculty of Health
n214243,Retained,Single,96,Full Time,19,0,No,Yes,M,4.63,11,Medium,SEM-1,Faculty of Education
n214373,Retained,Single,96,Full Time,19,0,No,No,M,4.63,9,Medium,SEM-1,Faculty of Health
n214411,Retained,Single,36,Full Time,19,36,No,Yes,M,3.67,13,Medium,SEM-1,Sci and Eng Faculty
n214595,Retained,Double,96,Full Time,20,0,No,Yes,M,6.64,1,Low,SEM-1,Sci and Eng Faculty
n215211,Retained,Single,12,Full Time,19,36,No,No,F,3,14,Medium,SEM-1,QUT Business School
n215261,Retained,Single,132,Full Time,23,24,Yes,No,F,4.12,15,High,SEM-1,QUT Business School
n215674,Retained,Single,84,Full Time,20,0,No,No,F,4.57,12,Medium,SEM-1,Faculty of Education
n216308,Retained,Single,72,Part Time,20,24,No,No,M,4.02,12,High,SEM-1,QUT Business School
n216333,Not Retained,Single,108,Full Time,20,24,No,Yes,F,3.21,18,Medium,SEM-1,QUT Business School
n216337,Retained,Single,96,Full Time,20,0,No,No,F,5.52,9,Medium,SEM-1,CI Faculty
n216689,Retained,Double,96,Full Time,19,0,No,No,M,6.25,10,Medium,SEM-1,Sci and Eng Faculty
n216742,Retained,Single,96,Full Time,23,0,No,No,F,5.88,2,Medium,SEM-1,Faculty of Health
n216807,Retained,Double,228,Full Time,22,0,No,Yes,F,5.6,11,High,SEM-1,Faculty of Health
n217277,Retained,Single,96,Full Time,19,0,No,Yes,F,5,10,Medium,SEM-1,Sci and Eng Faculty
n217556,Retained,Single,144,Full Time,27,0,Yes,No,F,5.31,12,Low,SEM-2,Faculty of Health
n217721,Retained,Single,96,Full Time,19,0,No,Yes,F,4.26,12,Medium,SEM-1,Faculty of Law
n217728,Retained,Single,108,Full Time,19,12,No,Yes,F,4.9,7,High,SEM-1,QUT Business School
n217885,Not Retained,Single,48,Full Time,22,0,No,No,F,4.25,4,Low,SEM-1,QUT Business School
n218205,Retained,Double,96,Full Time,19,0,No,Yes,M,5.98,2,Medium,SEM-1,Sci and Eng Faculty
n218257,Not Retained,Single,96,Full Time,27,0,No,No,M,0.02,15,Medium,SEM-1,Faculty of Law
n218299,Retained,Single,48,Full Time,23,0,Yes,No,M,4.97,9,Medium,SEM-2,Sci and Eng Faculty
n220007,Retained,Single,0,Full Time,24,0,No,No,M,0,13,High,SEM-1,Sci and Eng Faculty
n220364,Retained,Single,72,Full Time,20,48,No,No,F,3.16,21,Low,SEM-1,Faculty of Education
n220958,Retained,Single,24,Part Time,19,24,No,No,F,3,17,Medium,SEM-2,Faculty of Law
n221244,Not Retained,Single,0,Full Time,21,48,No,No,F,1,15,Medium,SEM-2,Faculty of Law
n221319,Retained,Single,192,Full Time,33,0,No,No,F,6.38,17,Medium,SEM-1,Faculty of Law
n221877,Retained,Single,372,Full Time,40,12,No,No,M,4.42,23,Medium,SEM-2,Faculty of Health
n222447,Retained,Single,96,Full Time,19,0,No,No,F,5.58,6,Medium,SEM-1,Faculty of Health
n222733,Retained,Single,96,Full Time,19,0,No,No,F,5.86,3,High,SEM-1,Faculty of Health
n222800,Retained,Single,36,Full Time,26,0,No,Yes,M,5.33,15,Medium,SEM-2,Sci and Eng Faculty
n222867,Not Retained,Single,0,Full Time,21,0,No,Yes,M,0,22,Low,SEM-1,Faculty of Health
n222933,Retained,Single,156,Full Time,20,0,Yes,No,M,5.29,23,Low,SEM-2,Sci and Eng Faculty
n223820,Retained,Single,96,Full Time,20,0,No,No,M,6.4,6,Medium,SEM-1,Sci and Eng Faculty
n223916,Retained,Single,96,Full Time,20,0,No,No,F,5.64,6,Medium,SEM-1,CI Faculty
n223980,Not Retained,Single,0,Full Time,19,48,No,No,M,1,13,Medium,SEM-1,Faculty of Education
n224000,Retained,Double,96,Full Time,19,0,No,No,F,5.89,2,Low,SEM-1,Sci and Eng Faculty
n224176,Retained,Single,96,Full Time,21,0,No,Yes,F,4.63,23,Medium,SEM-1,CI Faculty
n225229,Retained,Double,120,Full Time,24,60,No,No,M,2.77,12,Medium,SEM-1,Sci and Eng Faculty
n225982,Retained,Single,120,Part Time,19,0,Yes,No,F,6.5,1,High,SEM-1,QUT Business School
n226022,Retained,Single,96,Full Time,19,0,No,No,F,5.99,1,Medium,SEM-1,Faculty of Law
n226260,Not Retained,Single,132,Full Time,38,12,No,No,F,6,18,Medium,SEM-1,Faculty of Health
n226905,Retained,Single,96,Full Time,19,0,No,Yes,F,5.86,8,Medium,SEM-1,Faculty of Health
n227597,Retained,Single,96,Full Time,20,0,No,No,F,6.01,7,Medium,SEM-1,QUT Business School
n227784,Retained,Double,48,Full Time,19,0,No,Yes,M,5.99,3,High,SEM-2,Sci and Eng Faculty
n228429,Retained,Single,96,Full Time,42,0,No,Yes,F,4.27,2,Low,SEM-1,Faculty of Education
n229626,Retained,Single,96,Full Time,19,0,No,No,F,5.63,6,High,SEM-1,QUT Business School
n229824,Retained,Single,96,Full Time,20,0,No,No,M,6.13,10,Medium,SEM-1,CI Faculty
n230183,Retained,Single,96,Full Time,21,0,No,No,F,5.51,9,Medium,SEM-1,CI Faculty
n230259,Retained,Single,0,Part Time,21,0,No,Yes,F,0,15,Low,SEM-1,Faculty of Health
n230456,Not Retained,Single,12,Full Time,19,36,No,Yes,M,2.25,11,High,SEM-1,CI Faculty
n230737,Retained,Single,180,Full Time,22,0,No,No,M,4.73,25,Medium,SEM-1,Faculty of Health
n231016,Retained,Single,120,Full Time,20,24,No,No,F,3.99,18,Low,SEM-1,QUT Business School
n231108,Not Retained,Single,96,Full Time,47,48,No,No,F,1.01,17,High,SEM-1,Faculty of Health
n231132,Retained,Single,144,Full Time,33,0,Yes,No,M,4.58,10,Medium,SEM-2,Sci and Eng Faculty
n231312,Retained,Single,84,Full Time,19,12,No,Yes,F,4.74,17,Medium,SEM-1,Faculty of Health
n231470,Retained,Double,96,Full Time,19,0,No,No,M,6.38,4,High,SEM-1,Sci and Eng Faculty
n231481,Retained,Double,180,Full Time,20,12,No,No,M,4.62,7,Medium,SEM-1,Faculty of Law
n231703,Retained,Single,96,Full Time,19,0,No,No,F,5.99,3,Medium,SEM-1,QUT Business School
n231744,Retained,Single,144,Full Time,20,0,No,Yes,M,5.99,9,Medium,SEM-1,Sci and Eng Faculty
n231760,Not Retained,Single,12,Full Time,28,36,No,Yes,M,3.01,17,High,SEM-2,Sci and Eng Faculty
n232350,Not Retained,Single,96,Full Time,19,0,No,Yes,F,4.89,14,Low,SEM-1,CI Faculty
n232923,Not Retained,Single,96,Full Time,29,0,No,No,M,6.01,15,Medium,SEM-2,Sci and Eng Faculty
n233327,Retained,Single,96,Full Time,20,0,No,Yes,M,6.25,8,High,SEM-1,Faculty of Health
n233861,Retained,Single,84,Full Time,19,12,No,No,F,4.99,5,Medium,SEM-1,Faculty of Health
n233910,Retained,Single,96,Full Time,25,0,No,No,M,5.73,6,Medium,SEM-1,Sci and Eng Faculty
n233979,Retained,Single,96,Full Time,19,0,No,No,F,5.89,3,Medium,SEM-1,QUT Business School
n234281,Not Retained,Single,12,Full Time,19,24,No,Yes,M,2.33,3,Medium,SEM-1,CI Faculty
n234629,Not Retained,Single,48,Full Time,22,0,No,No,M,5.51,23,Medium,SEM-1,CI Faculty
n234698,Retained,Single,192,Full Time,22,0,No,Yes,M,5.25,9,Medium,SEM-1,QUT Business School
n234885,Retained,Double,36,Full Time,18,12,Yes,No,F,4,4,High,SEM-2,Faculty of Law
n235618,Retained,Single,84,Full Time,19,12,Yes,No,M,4.24,11,Low,SEM-1,QUT Business School
n235668,Retained,Single,96,Full Time,20,0,No,Yes,F,5.12,6,Low,SEM-1,Faculty of Education
n235936,Retained,Single,96,Full Time,20,0,Yes,No,F,6.38,5,Medium,SEM-1,CI Faculty
n236478,Not Retained,Single,0,Part Time,29,0,No,Yes,F,0,20,High,SEM-1,Faculty of Law
n237561,Retained,Single,84,Full Time,21,12,No,Yes,M,4.14,4,Medium,SEM-1,Faculty of Health
n237659,Retained,Single,24,Part Time,23,48,No,Yes,M,2.83,23,Medium,SEM-1,Sci and Eng Faculty
n237755,Retained,Double,120,Full Time,24,0,No,Yes,F,6.01,11,High,SEM-1,Faculty of Health
n237960,Retained,Single,108,Full Time,23,0,No,Yes,M,6.12,6,Low,SEM-1,QUT Business School
n238133,Retained,Double,96,Full Time,20,0,No,No,F,6.01,8,Medium,SEM-1,Faculty of Health
n238407,Retained,Single,48,Full Time,25,12,No,Yes,M,4.18,11,High,SEM-1,QUT Business School
n238747,Retained,Single,96,Full Time,20,0,No,Yes,F,4.44,10,Medium,SEM-1,Faculty of Health
n238901,Retained,Single,72,Full Time,19,24,No,No,M,3.99,6,High,SEM-1,QUT Business School
n238944,Retained,Single,60,Part Time,22,24,No,Yes,F,3,17,High,SEM-1,Faculty of Health
n239041,Retained,Single,180,Full Time,24,0,Yes,No,M,4.5,12,Medium,SEM-2,QUT Business School
n239506,Retained,Single,192,Full Time,21,0,Yes,No,F,5.12,3,Low,SEM-1,QUT Business School
n239669,Not Retained,Single,48,Full Time,20,0,No,No,M,4.51,10,Medium,SEM-1,Sci and Eng Faculty
n239903,Retained,Single,132,Full Time,25,0,No,Yes,F,5.17,1,Low,SEM-2,CI Faculty
n239996,Retained,Single,96,Full Time,20,0,No,Yes,M,6.48,7,Medium,SEM-1,Sci and Eng Faculty
n240030,Retained,Single,120,Part Time,25,0,No,No,F,6.01,20,Medium,SEM-1,Faculty of Health
n240304,Retained,Single,96,Full Time,38,0,No,No,M,4.37,16,Medium,SEM-1,Faculty of Health
n241123,Retained,Single,84,Full Time,27,0,No,Yes,F,4.58,6,Medium,SEM-1,CI Faculty
n241202,Not Retained,Single,0,Full Time,20,36,No,Yes,M,1.66,5,Medium,SEM-1,Faculty of Law
n241658,Retained,Single,96,Full Time,19,0,No,No,F,5.14,10,High,SEM-1,Sci and Eng Faculty
n242016,Retained,Double,60,Full Time,31,0,No,Yes,M,5.79,1,High,SEM-1,Faculty of Health
n242520,Retained,Double,156,Full Time,25,0,No,Yes,M,5.43,15,Medium,SEM-1,Faculty of Health
n242942,Retained,Single,132,Part Time,29,12,Yes,No,F,3.97,11,Medium,SEM-2,Faculty of Law
n243216,Retained,Single,48,Part Time,19,12,No,Yes,F,4.33,19,Medium,SEM-1,CI Faculty
n243328,Not Retained,Single,96,Full Time,21,0,No,No,M,5.25,16,Medium,SEM-1,Sci and Eng Faculty
n244517,Retained,Single,144,Full Time,22,0,No,Yes,F,4.57,11,Medium,SEM-2,QUT Business School
n244774,Retained,Single,96,Full Time,48,0,No,Yes,M,0,16,Medium,SEM-1,Faculty of Health
n244843,Retained,Single,96,Full Time,25,0,No,No,F,6.14,16,High,SEM-1,Faculty of Education
n244898,Not Retained,Single,12,Full Time,22,12,No,Yes,M,2.5,12,Medium,SEM-1,Sci and Eng Faculty
n245645,Retained,Single,96,Full Time,19,0,No,Yes,M,5.37,2,High,SEM-1,Faculty of Health
n245822,Retained,Single,156,Full Time,21,0,No,No,F,5.17,21,High,SEM-1,Faculty of Health
n247339,Not Retained,Single,96,Full Time,19,0,No,No,M,4.74,10,Low,SEM-1,Sci and Eng Faculty
n247423,Retained,Single,144,Full Time,33,12,No,Yes,M,4.92,22,High,SEM-1,Sci and Eng Faculty
n247877,Retained,Single,180,Full Time,21,0,No,No,M,4.67,9,High,SEM-1,QUT Business School
n248339,Not Retained,Single,96,Full Time,19,0,No,No,M,5.63,5,High,SEM-1,Faculty of Health
n248490,Retained,Single,144,Full Time,20,0,Yes,No,F,5.67,12,Medium,SEM-2,CI Faculty
n248541,Retained,Single,96,Part Time,38,12,No,No,F,4.71,19,High,SEM-1,Faculty of Health
n248900,Retained,Single,96,Full Time,19,0,No,Yes,M,5.86,2,Medium,SEM-1,QUT Business School
n249292,Retained,Single,144,Full Time,21,0,Yes,No,F,5.99,1,High,SEM-2,QUT Business School
n249320,Retained,Single,60,Full Time,19,36,No,No,M,3.38,12,Medium,SEM-1,CI Faculty
n249654,Retained,Single,84,Full Time,27,12,No,No,M,5.27,23,Medium,SEM-1,QUT Business School
n249910,Retained,Single,192,Full Time,22,12,No,No,M,5.18,8,High,SEM-1,Sci and Eng Faculty
